Record ID,Whop Community,Question,Answer
bf3399ab-e8f5-4821-a500-a2a3b10632e1,Bionic K9 Indicator,How many signals are generated per day?,Premium version generates a maximum 4 signals per day: * 2 Buy Signals * 2 Sell Signals
bf3399ab-e8f5-4821-a500-a2a3b10632e1,Bionic K9 Indicator,What time of day are the signals generated?,Signals are generated between 8:15 AM - 11:30 AM ET (New York Timezone).
bf3399ab-e8f5-4821-a500-a2a3b10632e1,Bionic K9 Indicator,What is your refund policy?,We offer a free full access through a 1 day free trial.
bf3399ab-e8f5-4821-a500-a2a3b10632e1,Bionic K9 Indicator,What Futures work best with this indicator?,Energy (NG
bf3399ab-e8f5-4821-a500-a2a3b10632e1,Bionic K9 Indicator,Do you offer support?,Yes! There are video guides and access to a private Discord.
f170c2c1-41e1-4b5a-b3e9-7352eae86ed4,Tigers Trading Network,Is there a free trial?,Yes
f170c2c1-41e1-4b5a-b3e9-7352eae86ed4,Tigers Trading Network,Can I cancel my subscription at any time?,Yes
f170c2c1-41e1-4b5a-b3e9-7352eae86ed4,Tigers Trading Network,How can I benefit from joining?,By joining
f170c2c1-41e1-4b5a-b3e9-7352eae86ed4,Tigers Trading Network,Do I need prior trading experience?,No
f170c2c1-41e1-4b5a-b3e9-7352eae86ed4,Tigers Trading Network,What makes this community different?,Unlike other groups
e694f686-608f-4ca8-a149-2dcf64ebf0de,Our Free Trading Discord,What can I expect to gain from your course?,By enrolling in our course
e694f686-608f-4ca8-a149-2dcf64ebf0de,Our Free Trading Discord,What makes Motion Capital Trading stand out from other trading academies?,Motion Capital Trading offers a unique blend of advanced strategies
e694f686-608f-4ca8-a149-2dcf64ebf0de,Our Free Trading Discord,How can I enroll in the course?,Enrolling in our course is easy! Simply visit our whop page
e694f686-608f-4ca8-a149-2dcf64ebf0de,Our Free Trading Discord,What is the ICT SMC strategy offered in your course?,The ICT SMC strategy is a comprehensive approach that helps traders identify key levels and high probability patterns in the market
e694f686-608f-4ca8-a149-2dcf64ebf0de,Our Free Trading Discord,How will Motion Capital Trading help me improve my trading abilities?,Our collaboration will provide you with ICT SMC Trading signals to effectively guide you on when to enter and exit the market
24cc72e8-8324-4188-abde-193ffca05950,Academia de Traderi Lunar,Politica de refund,Iti poti anula abonamentul oricand
24cc72e8-8324-4188-abde-193ffca05950,Academia de Traderi Lunar,Cum pot accesa materialele de trading?,Materialele sunt disponibile online
4205df54-6588-4e1c-a4f3-dc0f0f7045a1,Universe Trading,After paying the monthly fee,Upon payment of the monthly fee
4205df54-6588-4e1c-a4f3-dc0f0f7045a1,Universe Trading,What's your refund policy?,We maintain a strict no-refund policy for all Universe Trading purchases
4205df54-6588-4e1c-a4f3-dc0f0f7045a1,Universe Trading,If I had to choose between mentorship and community,ICT Universe Mentorship offers direct market insights mentoring
4205df54-6588-4e1c-a4f3-dc0f0f7045a1,Universe Trading,Do you give financial advice?,No
aea4b3b3-44cf-4fb9-8a20-d9c4e43e93a2,Fostermans Pro,Can I join for free?,Yea
aea4b3b3-44cf-4fb9-8a20-d9c4e43e93a2,Fostermans Pro,What is your win rate?,Anywhere from 40-80%. Some of our strategies are high W/R and low RR while some are low W/R and high RR.
aea4b3b3-44cf-4fb9-8a20-d9c4e43e93a2,Fostermans Pro,Where is Fostermans based?,We all work remotely but you will usually find us in Dubai or Thailand. We were originally based in the UK though!
aea4b3b3-44cf-4fb9-8a20-d9c4e43e93a2,Fostermans Pro,What is your refund policy?,No refund’s
aea4b3b3-44cf-4fb9-8a20-d9c4e43e93a2,Fostermans Pro,When will I be profitable?,It can take months or years to be profitable
ebd33bc8-9d48-4e81-88ad-74e83259c4ec,Mh Academy Free Community,Avez des objectifs pour 2025 ?,Faire grandir notre communauté et tous vous apprendre à trader indépendamment.
ebd33bc8-9d48-4e81-88ad-74e83259c4ec,Mh Academy Free Community,Pourquoi rejoindre Mh Premium et pas un autre ?,Notre objectif est de vous délivrer le service le plus qualitatif possible pour vous offrir la meilleure expérience.
e07928f3-fa27-4d89-94d0-f542e69033cd,Deco.Free,Is it recommended to have some knowledge in trading?,No
e07928f3-fa27-4d89-94d0-f542e69033cd,Deco.Free,Is it a new server?,Yes
e07928f3-fa27-4d89-94d0-f542e69033cd,Deco.Free,Is free-deco the same server as deco.trading?,Yes
88e5e409-78fe-4dfb-9e6c-bdc7eddf94f4,Achraf & Sethwyd_fx Free,When are signals called?,Sethwydfx sends signals at 5am-7am EST; Achraf Trades sends signals at 9:35am-12pm EST + bonus session at 1pm-4:30pm EST.
88e5e409-78fe-4dfb-9e6c-bdc7eddf94f4,Achraf & Sethwyd_fx Free,What markets do you cover?,We provide signals for US30
72c1bc34-cee1-418e-8690-b10264cd5215,ZennnVM Telegram Group,How often are live trading sessions held?,We trade the 9am Range
72c1bc34-cee1-418e-8690-b10264cd5215,ZennnVM Telegram Group,What can I expect from the educational resources?,Comprehensive insights into price action
e8c94f4f-2985-4d4e-acd1-eecfb6f3b6f0,Capital Hill Trading Coaching,What is a broker?,A broker is a service that helps you buy and sell financial instruments like stocks
e8c94f4f-2985-4d4e-acd1-eecfb6f3b6f0,Capital Hill Trading Coaching,What is day trading?,Day trading involves buying and selling within the same day to profit from short-term price movements.
e8c94f4f-2985-4d4e-acd1-eecfb6f3b6f0,Capital Hill Trading Coaching,What is swing trading?,Swing trading involves holding trades for several days or weeks to profit from price swings.
e8c94f4f-2985-4d4e-acd1-eecfb6f3b6f0,Capital Hill Trading Coaching,What are some good book recommendations?,Trading in the Zone by Mark Douglas The Best Loser Wins by Tom Hougaard Atomic Habits by James Clear
cbaf07dc-1aab-4455-b033-45f824ec67b4,Free Discord!,Do you only trade Forex?,No! We have also ventured into the Futures realm!
cbaf07dc-1aab-4455-b033-45f824ec67b4,Free Discord!,How often do you go live?,Everyday for NY session open
cbaf07dc-1aab-4455-b033-45f824ec67b4,Free Discord!,Do you accept people with 0 trading experience?,Yes! We don't discriminate and we try to help everyone excel!
cbaf07dc-1aab-4455-b033-45f824ec67b4,Free Discord!,Can I cancel whenever I want?,Of course you can cancel at any time directly from your whop profile.
8582dcdf-bc41-45cf-87d5-356de5a429a2,Montega's Private Group,Why is there a payment wall for joining?,To filter out non-serious users and maintain a focused trading community.
8582dcdf-bc41-45cf-87d5-356de5a429a2,Montega's Private Group,Are trade signals the main focus of the group?,No
e6233b61-36b5-4edf-8ea0-d60fba439feb,Traders Union,What type of orders do you use?,We primarily use limit orders
e6233b61-36b5-4edf-8ea0-d60fba439feb,Traders Union,How is risk managed in this program?,We maintain an RR of 1:2 to 1:6
9b9d7d96-3b0f-441e-b433-50649b73ce4e,Pip Surfing Society Membership,What pairs do you trade?,We mainly trade GBPUSD
9b9d7d96-3b0f-441e-b433-50649b73ce4e,Pip Surfing Society Membership,What strategy do you use?,We use a mixture of SMC u0026 wyckoff combine giving us consistent entries with the market!
9b9d7d96-3b0f-441e-b433-50649b73ce4e,Pip Surfing Society Membership,What sessions do you trade?,We focus on the London and New York sessions for our trade entries.
9b9d7d96-3b0f-441e-b433-50649b73ce4e,Pip Surfing Society Membership,How quickly can I start?,You can start your education from the moment you enter our discord!
53c0d8a6-072f-4610-b890-0f514dd653b1,Apex Algos Flex Grid,Can I pay monthly?,No
53c0d8a6-072f-4610-b890-0f514dd653b1,Apex Algos Flex Grid,How many accounts can I trade?,Each license allows you to trade 1 live account and 1 demo account. You can buy as many licenses as you need.
53c0d8a6-072f-4610-b890-0f514dd653b1,Apex Algos Flex Grid,Are there instructions to set up the algos?,Yes
53c0d8a6-072f-4610-b890-0f514dd653b1,Apex Algos Flex Grid,Can the algos work with MT4?,No
53c0d8a6-072f-4610-b890-0f514dd653b1,Apex Algos Flex Grid,Do I need a VPS?,No
0f70224f-5057-4fce-ade9-46321ee3c65f,CPN Trading Premium,Is the Education Advanced?,It can be
0f70224f-5057-4fce-ade9-46321ee3c65f,CPN Trading Premium,Do you run server alerts for me to copy trade blindly?,NO
0f70224f-5057-4fce-ade9-46321ee3c65f,CPN Trading Premium,Refund Policy?,I am happy to rectify issues and provide a refund if required.
0f70224f-5057-4fce-ade9-46321ee3c65f,CPN Trading Premium,I still have questions,Visit my website for more FAQs and a form to connect.
af6f6b4d-f316-4893-9529-1740e658b342,MMO Trading Free,How many trades are sent daily?,Trade signals vary daily
af6f6b4d-f316-4893-9529-1740e658b342,MMO Trading Free,What is the success rate of the signals?,Our signals have a success rate of 80% to 90% per week
af6f6b4d-f316-4893-9529-1740e658b342,MMO Trading Free,What is the cost of Membership?,The cost of membership is £50 per month.
af6f6b4d-f316-4893-9529-1740e658b342,MMO Trading Free,What type of assets or currency pairs are traded?,We primarily trade XAUUSD
f107d027-8a5a-4cee-8a16-39dc5047f7a8,FXSG Daily Signals,What is the refund policy?,We provide full refund if you justify why our service is not up to the standard
f107d027-8a5a-4cee-8a16-39dc5047f7a8,FXSG Daily Signals,How accurate are your trading signals?,Our signals have an accuracy rate of around 80%
1df1ef25-9f93-4333-8867-0536aa11378f,Market Movers VIP,Can I ask questions during the live trading sessions?,Absolutely! We encourage viewer interaction during our live sessions.
1df1ef25-9f93-4333-8867-0536aa11378f,Market Movers VIP,What kind of educational resources are available?,Gain access to tutorials
780f68fd-e493-4d0d-aed5-4068b430a68b,Solo Network Free Community,Do you offer any refunds?,Unfortunately we do not. However we offer a free mini course which will give you a taste of what we offer in the elite m
780f68fd-e493-4d0d-aed5-4068b430a68b,Solo Network Free Community,What can I expect from Solo Network's live weekly trading sessions?,During our live weekly trading sessions
780f68fd-e493-4d0d-aed5-4068b430a68b,Solo Network Free Community,What is Solo Network and how can it help me become a profitable trader?,Solo Network is a coaching community designed to help inexperienced futures and forex day traders become profitable. We
780f68fd-e493-4d0d-aed5-4068b430a68b,Solo Network Free Community,How do Solo Network's trading bots enhance my trading performance?,Our trading bots automate your trading strategies
edf05fa1-0a0a-4e00-b27f-71d04bb6dc79,Knight Trading Community,What's included?,Access to educational resources
edf05fa1-0a0a-4e00-b27f-71d04bb6dc79,Knight Trading Community,Who can join?,Intermediate to advanced traders seeking consistency and profitability.
edf05fa1-0a0a-4e00-b27f-71d04bb6dc79,Knight Trading Community,How much is membership?,$$99.99 for lifetime access
edf05fa1-0a0a-4e00-b27f-71d04bb6dc79,Knight Trading Community,Can I share community content?,Content sharing is prohibited to maintain exclusivity.
edf05fa1-0a0a-4e00-b27f-71d04bb6dc79,Knight Trading Community,Is there a trial period?,No
c2e2fb05-0898-45a4-9495-1b4ff0b5a627,MyFlashTrading Premium Access,Is MyFlashTrading really 100% free?,Yes
c2e2fb05-0898-45a4-9495-1b4ff0b5a627,MyFlashTrading Premium Access,How can I participate in the cash prize competition?,Join our community and follow the competition guidelines to get started.
e96c3f23-2bfb-44a7-b44f-2f9525c99c33,Bytee Trading,What prior knowledge or experience do I need to take this course?,No prior trading experience is required. The course is designed to accommodate beginners as well as seasoned traders.
e96c3f23-2bfb-44a7-b44f-2f9525c99c33,Bytee Trading,What trading strategies will I learn?,You'll master high-impact strategies like day trading
f1f62cb5-f1cf-454f-9c92-e0c31e776388,Big Tick Energy Bootcamp,Do you offer refunds?,We offer full refunds within 24 hours of purchase. After 24 hours
f1f62cb5-f1cf-454f-9c92-e0c31e776388,Big Tick Energy Bootcamp,What does the Bootcamp include?,Access to streams
3a949c4f-02b2-4a21-9801-ed69a892995a,Commas&Culture Free Community,When are signals posted?,We typically send out signals between 8:30am- 10am EST.
3a949c4f-02b2-4a21-9801-ed69a892995a,Commas&Culture Free Community,What pairs are focused on?,We focus on GU
f111f39b-3f5d-4317-9d56-bc2cb76d123d,Kruiso Trading Academy,Is this Course good for beginners ?,Absolutely! Kruiso aspires to help all traders. There are detailed step-by-step videos from beginner to advanced level.
f111f39b-3f5d-4317-9d56-bc2cb76d123d,Kruiso Trading Academy,Does this Course include information on Brokers and the platforms Kruiso uses ?,Yes! There are in-depth videos on these topics + Kruiso shows you how to set-up accounts and the exact settings he uses.
f111f39b-3f5d-4317-9d56-bc2cb76d123d,Kruiso Trading Academy,Will this strategy work only on Forex ?,The strategy and concepts Kruiso teaches can be applied to many markets: Forex
f111f39b-3f5d-4317-9d56-bc2cb76d123d,Kruiso Trading Academy,Do you offer 1 on 1 Mentorship ?,Yes! Within the free discord
f111f39b-3f5d-4317-9d56-bc2cb76d123d,Kruiso Trading Academy,How long does the £497 cover me for?,Once paid you get lifetime access to all material and access to all new videos Kruiso uploads in the future.
3b9ef115-5c55-4e79-92bf-0868529a4fed,FusionTrades,What is included in the private trading group?,The group offers collaboration
3b9ef115-5c55-4e79-92bf-0868529a4fed,FusionTrades,How can I benefit from the educational resources?,The resources enhance your trading knowledge and skills in the ICT industry.
cae8babe-1469-43cf-bb4e-c073ca244adb,The Come Up Free Access,What days are the live trading sessions available?,Live trading sessions are available on the 1st and 3rd Wednesday of each month.
cae8babe-1469-43cf-bb4e-c073ca244adb,The Come Up Free Access,Is the community chat accessible to free members?,Yes
661bb43a-724c-48e4-923c-4114edb5b7a3,The Trading Floor VIP,What is included in the TTF Trading Course?,The course covers Technical
661bb43a-724c-48e4-923c-4114edb5b7a3,The Trading Floor VIP,How can I participate in live trading webinars?,Webinar links are shared in the main chat room. Join us to learn directly from experienced traders.
52ee6271-801e-4dc3-8353-3280e25c0d68,TraderFinanceGlobal,what is your refund policy?,we will give full refund within the first 5 days of purchase.
52ee6271-801e-4dc3-8353-3280e25c0d68,TraderFinanceGlobal,How can I access the live chat?,Live chat is accessible upon subscription
d6b074d0-1207-4e09-aa52-46c68d783e98,Fortune Futures VIP,Are the analysts profitable?,All of our analysts are verified and trading real money. Ideally they all have long terms recaps available.
d6b074d0-1207-4e09-aa52-46c68d783e98,Fortune Futures VIP,Is this financial advice?,Information shared is for educational or entertainment purposes and is not investment advice.
